iter	Logloss
0	0.6539557124
1	0.61986909
2	0.5872504262
3	0.5561036937
4	0.5295270764
5	0.507469056
6	0.4911741499
7	0.4670934945
8	0.4467810877
9	0.430064578
10	0.4138124211
11	0.3998721105
12	0.3860681453
13	0.3778039071
14	0.3673691263
15	0.355610974
16	0.3446757205
17	0.334292888
18	0.3194671056
19	0.3138480754
20	0.3077875423
21	0.3005094807
22	0.2937284935
23	0.2840985202
24	0.2763450257
25	0.2706664258
26	0.26519342
27	0.2612333436
28	0.2577322461
29	0.2546764306
30	0.248971287
31	0.2457003852
32	0.2428157107
33	0.2382229025
34	0.2341558242
35	0.2293227529
36	0.2255733268
37	0.2222292512
38	0.219825126
39	0.2176527183
40	0.2147637241
41	0.2127161423
42	0.2101920835
43	0.2083280247
44	0.2064847531
45	0.203059006
46	0.2012785876
47	0.1985369119
48	0.195127645
49	0.1937290011
50	0.1920064797
51	0.1896674166
52	0.1882746547
53	0.1861391651
54	0.1825663135
55	0.1809135039
56	0.1794547358
57	0.1778457275
58	0.1765744652
59	0.1754465097
60	0.1735416294
61	0.1723730355
62	0.1713471966
63	0.1700526784
64	0.1690419347
65	0.1678257531
66	0.1666896229
67	0.1653601014
68	0.1636267846
69	0.1624046764
70	0.1611292419
71	0.1590313207
72	0.1578276294
73	0.1568149997
74	0.1553082405
75	0.1543955735
76	0.1534182576
77	0.1523165188
78	0.1513832061
79	0.1498732821
80	0.1490287251
81	0.1481876834
82	0.1472846269
83	0.1452720821
84	0.1445515741
85	0.1433612059
86	0.1425164356
87	0.141217593
88	0.1405196679
89	0.139765441
90	0.1385912721
91	0.1379450873
92	0.1369382891
93	0.13606065
94	0.1352618149
95	0.1341149179
96	0.1335827728
97	0.1328305272
98	0.1321064561
99	0.1313394698
100	0.1306441623
101	0.129872634
102	0.1291550616
103	0.1285401482
104	0.1279871698
105	0.1273254447
106	0.126488063
107	0.1257780754
108	0.1248738991
109	0.1243758257
110	0.1238433481
111	0.1230123015
112	0.1225410585
113	0.1219824754
114	0.1215229584
115	0.1209710719
116	0.1205706769
117	0.1196771387
118	0.1191760319
119	0.118644444
120	0.1182065513
121	0.117729925
122	0.1170577028
123	0.1163937508
124	0.1158518348
125	0.1152036213
126	0.1147442901
127	0.1142301873
128	0.1135137084
129	0.1127847189
130	0.1123093863
131	0.1118160436
132	0.1114015318
133	0.1108493982
134	0.1101933083
135	0.109600467
136	0.109071227
137	0.1086776084
138	0.1083104865
139	0.1077343399
140	0.1073560196
141	0.1068578433
142	0.1061955566
143	0.1056142676
144	0.1051005433
145	0.104734238
146	0.1042532697
147	0.1031973492
148	0.1027562901
149	0.1022405093
150	0.1017317032
151	0.1013544438
152	0.100962256
153	0.1006355062
154	0.1002576858
155	0.09983639579
156	0.09946019844
157	0.09901026474
158	0.0986826821
159	0.0982916607
160	0.09798075612
161	0.09742651928
162	0.09706257372
163	0.09668220096
164	0.09626859125
165	0.09575849836
166	0.09510786881
167	0.09470669776
168	0.09419420193
169	0.09384388549
170	0.09355273802
171	0.09318900006
172	0.09278133581
173	0.09240319962
174	0.0919809406
175	0.09149068917
176	0.09113897727
177	0.09079990355
178	0.09052024095
179	0.09013494972
180	0.08981389565
181	0.08949320091
182	0.08915873289
183	0.08866593995
184	0.08840976898
185	0.08802110494
186	0.08779265008
187	0.08755903795
188	0.08722817041
189	0.08679586476
190	0.08653123209
191	0.08627878155
192	0.08593012063
193	0.08562602979
194	0.08531927027
195	0.08508476167
196	0.08488908498
197	0.08457743135
198	0.08416361729
199	0.08393273101
200	0.08358952827
201	0.08320311674
202	0.08286396644
203	0.08256971931
204	0.08236351822
205	0.08202620562
206	0.08179883056
207	0.08158068435
208	0.08129476215
209	0.08092905399
210	0.08060786724
211	0.0802169705
212	0.07990756425
213	0.07950546252
214	0.07920549839
215	0.07893750959
216	0.07855548309
217	0.0782437313
218	0.07803670093
219	0.07763575759
220	0.07736370003
221	0.07712459635
222	0.07689377523
223	0.0767087556
224	0.0764884668
225	0.07616630107
226	0.07600394205
227	0.07569450827
228	0.07546998662
229	0.07520696886
230	0.07479234334
231	0.07462396936
232	0.07427954261
233	0.07406227828
234	0.0738239272
235	0.07346870811
236	0.07304272251
237	0.07276494824
238	0.0724109952
239	0.07226774713
240	0.07193194492
241	0.0716039736
242	0.0714460225
243	0.07115959784
244	0.07083986996
245	0.07054446789
246	0.07030055198
247	0.07007073414
248	0.06985075326
249	0.06964763656
250	0.06935819958
251	0.06911634848
252	0.06889569714
253	0.0687111317
254	0.06852738702
255	0.06820846754
256	0.06800369751
257	0.06777636962
258	0.067456211
259	0.06729750258
260	0.06697126083
261	0.06675521847
262	0.06656834931
263	0.06631676681
264	0.06598071341
265	0.06579922061
266	0.06555380616
267	0.06530342315
268	0.06517383848
269	0.06489058095
270	0.06463697677
271	0.06443391084
272	0.06419545029
273	0.06389149541
274	0.0637333862
275	0.06342296303
276	0.06316035089
277	0.0630080996
278	0.0628254234
279	0.06267969613
280	0.06251815736
281	0.06231933745
282	0.06214234797
283	0.06201347339
284	0.06183661246
285	0.06166947979
286	0.06143257552
287	0.06117476836
288	0.06093028128
289	0.0607907771
290	0.06059698808
291	0.06038130565
292	0.0601243084
293	0.05993336634
294	0.05976815017
295	0.05952019614
296	0.05934477135
297	0.05915173304
298	0.05895399514
