feature,importance_mean,importance_std,val_imp_0,val_imp_1
DEMAND_M3_group_6.05-6.55,0.015242858288678995,0.0033473545110528358,0.01189550377762616,0.01859021279973183
TUKETIM_M9_group_0-25,0.015238711403159244,0.01522141002834887,1.7301374810374526e-05,0.030460121431508114
DEMAND_M10_group_3.5-4.0,0.015232077698633384,0.0063521470771464306,0.008879930621486953,0.021584224775779814
TUKETIM_M11_group_270-300,0.01522785033790608,0.012256339214203438,0.0029715111237026415,0.027484189552109517
TUKETIM_M14_group_500-525,0.01522133369875417,0.009330368234969855,0.0058909654637843145,0.024551701933724024
TUKETIM_M6_group_480-510,0.015208300420450183,0.0034349820154893074,0.011773318404960875,0.01864328243593949
TUKETIM_M17_group_240-270,0.0148595730328836,0.0017967298089862083,0.013062843223897391,0.016656302841869808
TUKETIM_M21_group_450-475,0.014838313573298123,0.0010666574927270522,0.015904971066025175,0.01377165608057107
TUKETIM_M22_group_390-420,0.014838313573298123,0.0010666574927270522,0.015904971066025175,0.01377165608057107
TUKETIM_M17_group_420-450,0.014838313573298123,0.0010666574927270522,0.015904971066025175,0.01377165608057107
TUKETIM_M11_group_450-480,0.014838313573298123,0.0010666574927270522,0.015904971066025175,0.01377165608057107
TUKETIM_M16_group_570-600,0.014838313573298123,0.0010666574927270522,0.015904971066025175,0.01377165608057107
TUKETIM_M8_group_500-525,0.014838313573298123,0.0010666574927270522,0.015904971066025175,0.01377165608057107
TUKETIM_M11_group_420-450,0.014838313573298123,0.0010666574927270522,0.015904971066025175,0.01377165608057107
TUKETIM_M22_group_450-480,0.014838313573298123,0.0010666574927270522,0.015904971066025175,0.01377165608057107
TUKETIM_M10_group_525-550,0.014838313573298123,0.0010666574927270522,0.015904971066025175,0.01377165608057107
TUKETIM_M8_group_625-650,0.014838313573298123,0.0010666574927270522,0.015904971066025175,0.01377165608057107
TUKETIM_M4_group_600-630,0.014838313573298123,0.0010666574927270522,0.015904971066025175,0.01377165608057107
TUKETIM_M4_group_570-600,0.014838313573298123,0.0010666574927270522,0.015904971066025175,0.01377165608057107
TUKETIM_M2_group_475-500,0.014818821155848538,0.001086149910176637,0.015904971066025175,0.013732671245671901
TUKETIM_M23_group_275-300,0.014818647116407069,0.001889866526572359,0.01292878058983471,0.016708513642979428
DEMAND_M5_group_1.0-1.5,0.014799333421074423,0.016751505212192153,-0.0019521717911177294,0.031550838633266576
TUKETIM_M14_group_525-550,0.01479248318703269,0.004839893073388446,0.009952590113644244,0.019632376260421136
TUKETIM_M18_group_180-210,0.014773383037996912,0.0028778792603707526,0.01189550377762616,0.017651262298367665
DEMAND_M12_group_5.0-5.5,0.014773383037996912,0.0028778792603707526,0.01189550377762616,0.017651262298367665
TUKETIM_M5_group_180-210,0.014772700446011089,0.010772491284747665,0.004000209161263424,0.025545191730758754
TUKETIM_M6_group_330-360,0.014766145218216897,0.013768464501959954,0.0009976807162569434,0.02853460972017685
TUKETIM_M18_group_30-60,0.014764709008954657,0.00981352774287303,0.004951181266081628,0.024578236751827687
DEMAND_M11_group_1.5-2.0,0.014760214284814499,0.011766787658523625,0.0029934266262908737,0.026527001943338124
DEMAND_M8_group_2.0-2.4,0.014753626666285102,0.006843865518546655,0.007909761147738448,0.021597492184831757
TUKETIM_M22_group_180-210,0.014753594485631405,0.0029194541152522957,0.01183414037037911,0.0176730486008837
TUKETIM_M4_group_360-390,0.014753594485631405,0.0029194541152522957,0.01183414037037911,0.0176730486008837
TUKETIM_M11_group_360-390,0.01475144159990266,0.014734140225092285,1.7301374810374526e-05,0.029485581824994944
TUKETIM_M15_group_175-200,0.014734109553600994,0.008843144089816679,0.0058909654637843145,0.023577253643417673
TUKETIM_M6_group_420-450,0.014723183502922288,0.0029498650979614127,0.011773318404960875,0.0176730486008837
DEMAND_M9_group_2.8-3.2,0.014688890760481799,0.0039889944250787734,0.010699896335403025,0.018677885185560572
TUKETIM_M16_group_480-510,0.014501706637456313,0.006603765681701734,0.021105472319158047,0.007897940955754579
TUKETIM_M13_group_225-250,0.014341639132596784,0.0015633319334283913,0.015904971066025175,0.012778307199168393
TUKETIM_M4_group_420-450,0.014341639132596784,0.0015633319334283913,0.015904971066025175,0.012778307199168393
TUKETIM_M14_group_225-250,0.014309282133515122,0.005283410012457024,0.009025872121058098,0.019592692145972146
TUKETIM_M13_group_275-300,0.014298001499502,0.0016069695665231754,0.015904971066025175,0.012691031932978825
TUKETIM_M19_group_200-225,0.014295127990826662,0.0033119763988596063,0.010983151591967055,0.017607104389686268
TUKETIM_M24_group_50-75,0.014284754360883889,0.0073083547234301105,0.0069763996374537784,0.021593109084314
DEMAND_M6_group_EKSIK,0.014271507222265833,0.008310721545529864,0.005960785676735969,0.022582228767795698
TUKETIM_M15_group_250-275,0.014261999717285423,0.009310818451203795,0.004951181266081628,0.023572818168489218
TUKETIM_M17_group_90-120,0.014260112452681606,0.01230221581760177,0.0019578966350798366,0.026562328270283375
DEMAND_M4_group_0-0.4,0.014259801663881466,0.0063500405161430185,0.007909761147738448,0.020609842180024485
DEMAND_M2_group_2.2-2.75,0.014258287207756015,0.0014611964620006024,0.012797090745755413,0.015719483669756618
TUKETIM_M20_group_375-400,0.014254104118591182,0.011304315125395092,0.0029497889931960897,0.025558419243986275
DEMAND_M9_group_1.2-1.6,0.014245428027895746,0.010323884694197094,0.003921543333698652,0.02456931272209284
TUKETIM_M4_group_0-30,0.014220777987703492,0.006397778713327473,0.007822999274376019,0.020618556701030966
TUKETIM_M19_group_575-600,0.013867255830888991,0.002037715235136184,0.015904971066025175,0.011829540595752808
DEMAND_M9_group_3.2-3.6,0.013851878653309335,0.004826006532251237,0.009025872121058098,0.018677885185560572
TUKETIM_M17_group_30-60,0.013845832617473242,0.0028626810255061863,0.010983151591967055,0.016708513642979428
DEMAND_M4_group_7.6-8.0,0.013843501733307118,0.0020614693327180578,0.015904971066025175,0.01178203240058906
DEMAND_M6_group_3.6-4.0,0.013839511648530312,0.003833536952353389,0.010005974696176922,0.0176730486008837
TUKETIM_M13_group_100-125,0.01383283767250676,0.002849686080539704,0.010983151591967055,0.016682523753046463
TUKETIM_M2_group_400-425,0.013819536800539656,0.0020854342654855196,0.015904971066025175,0.011734102535054136
DEMAND_M3_group_EKSIK,0.013810036196727882,0.004833246239211608,0.008976789957516274,0.01864328243593949
TUKETIM_M16_group_240-270,0.013802057628353237,0.005803980663252106,0.00799807696510113,0.019606038291605343
TUKETIM_M18_group_150-180,0.013797615553015674,0.008784613214780135,0.005013002338235539,0.02258222876779581
DEMAND_M3_group_8.75-9.3,0.013795358213096687,0.0021096128529284885,0.015904971066025175,0.011685745360168198
TUKETIM_M1_group_275-300,0.013795358213096687,0.0021096128529284885,0.015904971066025175,0.011685745360168198
TUKETIM_M13_group_150-175,0.01379529924944195,0.00010195937053497639,0.013897258619976927,0.013693339878906974
DEMAND_M9_group_2.4-2.8,0.013793323663437329,0.014767978348005695,-0.0009746546845683657,0.028561302011443024
TUKETIM_M13_group_75-100,0.013792425408358955,0.007796261382288339,0.005996164026070616,0.021588686790647293
TUKETIM_M22_group_330-360,0.013782091390766027,0.008800137377029671,0.004981954013736356,0.022582228767795698
TUKETIM_M19_group_325-350,0.013779880253710908,0.0058261580378944355,0.007953722215816472,0.019606038291605343
DEMAND_M2_group_1.1-1.65,0.013775510314205541,0.011782908929780733,0.001992601384424808,0.025558419243986275
DEMAND_M1_group_5.6-6.0,0.01377041192289774,0.0107989007991951,0.0029715111237026415,0.02456931272209284
TUKETIM_M24_group_150-175,0.013768896557591781,0.011776295173166973,0.001992601384424808,0.025545191730758754
DEMAND_M4_group_2.0-2.4,0.013768896557591725,0.012758105385746399,0.0010107911718453266,0.026527001943338124
DEMAND_M9_group_2.0-2.4,0.013768883532090104,0.006832166434318776,0.006936717097771328,0.02060104996640888
TUKETIM_M13_group_375-400,0.013764513476285656,0.005854752328547208,0.007909761147738448,0.019619265804832864
TUKETIM_M2_group_300-325,0.013764513476285656,0.005854752328547208,0.007909761147738448,0.019619265804832864
SAYAC_MODEL_group_%20,0.01375362680879122,0.012755946092534276,0.0009976807162569434,0.026509572901325495
TUKETIM_M12_group_60-90,0.013749403380203862,0.011756801995779054,0.001992601384424808,0.025506205375982915
DEMAND_M1_group_8.0-8.4,0.013739979810200142,0.010811722123523881,0.002928257686676261,0.024551701933724024
TUKETIM_M6_group_270-300,0.013736338361261868,0.00884589040653394,0.004890447954727928,0.02258222876779581
DEMAND_M6_group_5.6-6.0,0.013519568313797636,0.007482351711451951,0.021001920025249587,0.006037216602345685
TUKETIM_M12_group_390-420,0.01342118361414485,0.002483787451880326,0.015904971066025175,0.010937396162264523
DEMAND_M7_group_1.2-1.6,0.01339098800625338,0.0013711039091474087,0.01201988409710597,0.014762091915400788
TUKETIM_M20_group_400-425,0.013311893590287838,0.0016261482301196395,0.014938041820407477,0.011685745360168198
DEMAND_M1_group_7.2-7.6,0.01329121896452956,0.009291009803266137,0.004000209161263424,0.022582228767795698
TUKETIM_M4_group_30-60,0.013287531549025178,0.008305577535288822,0.004981954013736356,0.021593109084314
TUKETIM_M15_group_275-300,0.013285326973207612,0.013259259397361833,2.6067575845778457e-05,0.026544586370569445
TUKETIM_M21_group_125-150,0.01328521064404159,0.005375449496303142,0.007909761147738448,0.01866066014034473
TUKETIM_M6_group_210-240,0.013280924343986089,0.010287497717695215,0.0029934266262908737,0.023568422061681304
TUKETIM_M2_group_325-350,0.013277991451302096,0.006341274353530768,0.006936717097771328,0.019619265804832864
TUKETIM_M23_group_225-250,0.013276521791838969,0.005366760644100521,0.007909761147738448,0.01864328243593949
TUKETIM_M17_group_300-330,0.013272145175197814,0.008320963909116186,0.004951181266081628,0.021593109084314
DEMAND_M7_group_5.6-6.0,0.013264880995713713,0.009317347772082096,0.003947533223631616,0.02258222876779581
TUKETIM_M23_group_50-75,0.013263385419501839,0.007337664546907041,0.005925720872594797,0.02060104996640888
TUKETIM_M6_group_390-420,0.01325504248495235,0.011314270237140489,0.0019407722478118616,0.02456931272209284
TUKETIM_M10_group_150-175,0.013235043813138836,0.002423347170284973,0.010811696642853863,0.01565839098342381
TUKETIM_M1_group_100-125,0.013233000410835916,0.0014596820058750404,0.011773318404960875,0.014692682416710956
TUKETIM_M13_group_200-225,0.013233000410835916,0.0014596820058750404,0.011773318404960875,0.014692682416710956
TUKETIM_M24_group_475-500,0.012864535984766445,0.0009071200958046255,0.01195741588896182,0.01377165608057107
TUKETIM_M12_group_480-510,0.012792223784525436,0.0038640790573443717,0.008928144727181064,0.016656302841869808
TUKETIM_M3_group_325-350,0.012787125306417124,0.013757461064152321,-0.0009703357577351968,0.026544586370569445
TUKETIM_M24_group_250-275,0.01278492751392124,0.010792326129496432,0.001992601384424808,0.023577253643417673
DEMAND_M10_group_0-0.5,0.012778989455294043,0.008805235320485771,0.003973754134808272,0.021584224775779814
TUKETIM_M5_group_120-150,0.012773937498628152,0.007853257056068819,0.004920680442559333,0.02062719455469697
TUKETIM_M8_group_175-200,0.012772512704231687,0.015709421078313357,-0.0029369083740816704,0.028481933782545044
TUKETIM_M22_group_60-90,0.01277249333871383,0.006846772466119033,0.005925720872594797,0.019619265804832864
TUKETIM_M16_group_300-330,0.01277249333871383,0.006846772466119033,0.005925720872594797,0.019619265804832864
SAYAC_YAS_9.0,0.012770327788675984,0.003938185854303444,0.00883214193437254,0.016708513642979428
DEMAND_M11_group_2.0-2.5,0.01276600888049595,0.00981621988729986,0.0029497889931960897,0.02258222876779581
