iter	Logloss
0	0.5797050368
1	0.4944321705
2	0.4339440543
3	0.4020215623
4	0.364944598
5	0.3243371623
6	0.2999771456
7	0.2798285001
8	0.2637714741
9	0.2537069748
10	0.2425577273
11	0.2353706965
12	0.2252843413
13	0.2195343682
14	0.212744502
15	0.2058952763
16	0.2015746912
17	0.1980490261
18	0.1901864702
19	0.1874377867
20	0.1842184062
21	0.178687627
22	0.1754762231
23	0.1729943458
24	0.1706894622
25	0.1677701692
26	0.1631405819
27	0.1607942358
28	0.1571578538
29	0.1545377925
30	0.1525488984
31	0.1510370887
32	0.1495458961
33	0.147954962
34	0.1465781203
35	0.144798438
36	0.1434101774
37	0.1414870821
38	0.139982592
39	0.1368826233
40	0.1352252396
41	0.1339021745
42	0.1325429214
43	0.13125896
44	0.129090095
45	0.1277588252
46	0.1264911178
47	0.1254062243
48	0.1240781863
49	0.1229058565
50	0.1219755696
51	0.1209472624
52	0.1200167513
53	0.1171457658
54	0.1160141106
55	0.1150907407
56	0.1143787635
57	0.1135978278
58	0.1115016637
59	0.1104271008
60	0.1092515333
61	0.1081848192
62	0.1076664869
63	0.106179293
64	0.1053961701
65	0.1045763715
66	0.1037537656
67	0.1030022386
68	0.1016557848
69	0.1010148359
70	0.1000983176
71	0.09942826164
72	0.09850860356
73	0.0977918141
74	0.09701213356
75	0.0962549068
76	0.09489213701
77	0.09400360588
78	0.09324729723
79	0.09255860784
80	0.09135335705
81	0.09088484523
82	0.08999206763
83	0.08912097093
84	0.08823198888
85	0.08742087255
86	0.0867511617
87	0.08625082251
88	0.08553966588
89	0.08475648444
90	0.08372576535
91	0.0831314873
92	0.08252907122
93	0.08190052349
94	0.08103288317
95	0.08062478611
96	0.08025062652
97	0.07968229253
98	0.07900987122
99	0.07842951914
100	0.07790733606
101	0.07741705565
102	0.07672187272
103	0.07621630291
104	0.07583507908
105	0.0754445384
106	0.07492274055
107	0.0741077771
108	0.07376370642
109	0.07323252107
110	0.07285104209
111	0.0721071578
112	0.07156921021
113	0.07104248501
114	0.07038940227
115	0.06951173924
116	0.06897121052
117	0.06846293823
118	0.06788099916
119	0.0675081871
120	0.06685166122
121	0.06637987117
122	0.06580561756
123	0.06539599398
124	0.06511527858
125	0.06467118011
126	0.06443260165
127	0.06388637869
128	0.06349968605
129	0.06313455733
130	0.06281355848
131	0.06235683652
132	0.06196904104
133	0.06090773016
134	0.06069876315
135	0.06043598834
136	0.06006275786
137	0.05960512939
138	0.05909966212
139	0.05828279546
140	0.05793067465
141	0.05779125805
142	0.05740325564
143	0.05705750692
144	0.05674206242
145	0.05641207045
146	0.05605246132
147	0.0557624025
148	0.05554400616
149	0.05509838559
150	0.05476986276
151	0.05459696525
152	0.05406331674
153	0.05370310202
154	0.05329017946
155	0.05297528309
156	0.05277793237
157	0.05235389978
158	0.05195576247
159	0.05164666799
160	0.05133993875
161	0.05109138336
162	0.05075751851
163	0.05040026418
164	0.04999666886
165	0.0497490966
166	0.04951021311
167	0.04923201683
168	0.04894272607
169	0.04861520576
170	0.04825337958
171	0.04802539676
172	0.04770693191
173	0.04744405923
174	0.04722626948
175	0.0469549748
176	0.04676756698
177	0.04651307662
178	0.04625089352
179	0.04609366586
180	0.0457392063
181	0.04548440541
182	0.04528582269
183	0.04502742745
184	0.0448865478
185	0.04478459
186	0.04428253916
187	0.04408952868
188	0.04365222711
189	0.04333860387
190	0.04320166844
191	0.04279588117
192	0.04246021238
193	0.04225855604
194	0.04202536323
195	0.04181518331
196	0.04153484525
197	0.04145081399
198	0.04127518333
199	0.04102807748
